Date,Headphone sound levels(dBASPL)
2021-04-11 21:48:39 - 2021-04-11 21:48:48,61.498
2021-04-12 08:11:36 - 2021-04-12 08:28:07,56.351
2021-04-12 08:28:17 - 2021-04-12 08:28:53,67.727
2021-04-12 08:28:53 - 2021-04-12 08:29:59,67.113
2021-04-12 08:30:02 - 2021-04-12 08:30:51,66.815
2021-04-12 08:30:51 - 2021-04-12 08:31:00,70.705
2021-04-12 08:31:00 - 2021-04-12 08:31:21,64.055
2021-04-12 08:31:21 - 2021-04-12 08:34:18,64.127
2021-04-12 08:34:18 - 2021-04-12 08:34:39,52.736
2021-04-12 08:34:39 - 2021-04-12 08:35:33,67.075
2021-04-12 08:35:34 - 2021-04-12 08:35:49,52.544
2021-04-12 08:35:49 - 2021-04-12 08:39:01,59.247
2021-04-12 08:39:05 - 2021-04-12 08:41:13,60.365
2021-04-12 08:41:35 - 2021-04-12 08:46:17,58.078
2021-04-12 11:43:52 - 2021-04-12 11:54:27,63.441
2021-04-12 11:58:30 - 2021-04-12 11:58:33,57.040
2021-04-12 11:58:47 - 2021-04-12 11:58:59,58.720
2021-04-12 11:58:59 - 2021-04-12 12:13:06,56.809
2021-04-12 16:59:14 - 2021-04-12 17:13:05,72.619
2021-04-12 17:14:41 - 2021-04-12 17:16:58,64.048
2021-04-12 17:17:29 - 2021-04-12 17:21:27,49.795
2021-04-12 17:21:43 - 2021-04-12 17:26:40,59.978
2021-04-12 17:26:52 - 2021-04-12 17:26:55,58.328
2021-04-12 17:26:56 - 2021-04-12 17:27:16,57.679
2021-04-12 17:27:31 - 2021-04-12 17:35:05,58.021
2021-04-12 17:35:07 - 2021-04-12 17:41:36,61.607
2021-04-12 17:41:36 - 2021-04-12 17:41:39,56.679
2021-04-12 17:44:08 - 2021-04-12 17:45:11,61.589
2021-04-12 21:15:38 - 2021-04-12 21:15:59,64.846
2021-04-12 21:15:59 - 2021-04-12 21:16:45,68.023
2021-04-12 21:16:44 - 2021-04-12 21:21:24,70.379
2021-04-12 21:21:35 - 2021-04-12 21:22:17,69.301
2021-04-12 21:23:11 - 2021-04-12 21:23:18,65.713
2021-04-12 21:23:55 - 2021-04-12 21:25:34,70.651
2021-04-12 21:25:34 - 2021-04-12 21:28:35,68.874
2021-04-12 21:28:35 - 2021-04-12 21:28:56,62.700
2021-04-12 21:28:56 - 2021-04-12 21:31:11,73.075
2021-04-12 21:31:11 - 2021-04-12 21:31:29,74.582
2021-04-12 21:31:29 - 2021-04-12 21:31:38,75.263
2021-04-12 21:31:38 - 2021-04-12 21:32:58,74.251
2021-04-12 21:32:58 - 2021-04-12 21:37:59,71.444
2021-04-12 21:38:00 - 2021-04-12 21:38:40,69.382
2021-04-12 21:38:46 - 2021-04-12 21:46:05,64.227
2021-04-12 21:46:05 - 2021-04-12 21:46:08,63.739
2021-04-12 21:46:08 - 2021-04-12 22:04:15,61.922
2021-04-12 22:04:15 - 2021-04-12 22:06:24,61.307
2021-04-12 22:06:24 - 2021-04-12 22:07:06,63.434
2021-04-12 22:07:06 - 2021-04-12 22:09:13,60.755
2021-04-12 22:09:13 - 2021-04-12 22:09:22,63.856
2021-04-12 22:09:22 - 2021-04-12 22:09:25,62.680
2021-04-12 22:09:25 - 2021-04-12 22:09:34,60.844
2021-04-12 22:09:34 - 2021-04-12 22:23:48,61.903
2021-04-12 22:23:48 - 2021-04-12 22:27:55,61.661
2021-04-12 22:27:55 - 2021-04-12 22:27:58,61.356
2021-04-12 22:27:58 - 2021-04-12 22:28:10,61.837
2021-04-12 22:28:10 - 2021-04-12 22:28:26,55.688
2021-04-12 22:28:32 - 2021-04-12 22:28:35,49.672
2021-04-12 22:28:35 - 2021-04-12 22:29:05,64.320
2021-04-13 08:48:13 - 2021-04-13 09:02:13,59.786
2021-04-13 09:02:13 - 2021-04-13 09:02:22,65.561
2021-04-13 09:02:22 - 2021-04-13 09:05:41,58.601
2021-04-13 09:05:41 - 2021-04-13 09:07:38,57.199
2021-04-13 09:07:38 - 2021-04-13 09:07:50,58.858
2021-04-13 09:07:50 - 2021-04-13 09:10:15,58.532
2021-04-13 09:10:15 - 2021-04-13 09:11:03,57.323
2021-04-13 09:11:03 - 2021-04-13 09:12:21,58.765
2021-04-13 09:12:21 - 2021-04-13 09:12:44,58.415
2021-04-13 09:12:44 - 2021-04-13 09:21:30,58.948
2021-04-13 09:21:30 - 2021-04-13 09:21:33,34.050
2021-04-13 09:21:33 - 2021-04-13 09:21:52,24.339
2021-04-13 09:21:52 - 2021-04-13 09:22:22,0.000
2021-04-13 09:22:31 - 2021-04-13 09:23:41,62.969
2021-04-13 09:23:44 - 2021-04-13 09:24:06,58.223
2021-04-13 09:24:06 - 2021-04-13 09:24:48,59.137
2021-04-13 09:24:48 - 2021-04-13 09:25:09,59.054
2021-04-13 11:42:18 - 2021-04-13 11:58:57,47.254
2021-04-13 11:58:57 - 2021-04-13 11:59:30,39.901
2021-04-13 11:59:30 - 2021-04-13 12:06:35,44.670
2021-04-13 12:06:35 - 2021-04-13 12:06:59,49.203
2021-04-13 12:06:59 - 2021-04-13 12:19:59,46.495
2021-04-13 12:20:04 - 2021-04-13 12:29:03,41.995
2021-04-13 12:29:12 - 2021-04-13 12:39:20,44.858
2021-04-13 12:39:20 - 2021-04-13 12:39:29,44.871
2021-04-13 12:39:29 - 2021-04-13 13:02:09,44.955
2021-04-13 13:24:31 - 2021-04-13 13:25:07,48.480
2021-04-13 13:25:07 - 2021-04-13 13:25:34,52.496
2021-04-13 13:25:34 - 2021-04-13 13:26:01,54.532
2021-04-13 13:26:01 - 2021-04-13 13:27:20,57.081
2021-04-13 13:27:20 - 2021-04-13 13:28:17,61.486
2021-04-13 13:28:17 - 2021-04-13 13:28:53,60.077
2021-04-13 13:28:53 - 2021-04-13 13:31:28,59.484
2021-04-13 13:31:28 - 2021-04-13 13:31:49,61.540
2021-04-13 13:31:49 - 2021-04-13 13:34:17,59.994
2021-04-13 13:34:17 - 2021-04-13 13:35:29,60.724
2021-04-13 13:35:29 - 2021-04-13 13:38:48,62.102
2021-04-13 13:38:48 - 2021-04-13 13:39:33,61.477
2021-04-13 13:39:33 - 2021-04-13 13:39:57,61.434
2021-04-13 13:39:57 - 2021-04-13 13:40:00,60.604
2021-04-13 13:40:02 - 2021-04-13 13:40:08,59.169
2021-04-13 13:40:08 - 2021-04-13 13:40:35,63.004
2021-04-13 13:40:35 - 2021-04-13 13:41:17,64.444
2021-04-13 13:41:17 - 2021-04-13 13:43:11,62.169
2021-04-13 13:43:11 - 2021-04-13 13:43:32,60.180
2021-04-13 13:43:32 - 2021-04-13 13:43:36,58.656
2021-04-13 13:43:36 - 2021-04-13 13:44:33,63.986
2021-04-13 13:44:33 - 2021-04-13 13:44:57,67.163
2021-04-13 13:44:57 - 2021-04-13 13:45:21,64.765
2021-04-13 13:45:21 - 2021-04-13 13:45:33,62.230
2021-04-13 13:45:33 - 2021-04-13 13:45:57,64.531
2021-04-13 13:45:57 - 2021-04-13 13:46:21,65.171
2021-04-13 13:46:21 - 2021-04-13 13:46:39,64.430
2021-04-13 13:46:39 - 2021-04-13 13:47:57,63.790
2021-04-13 13:47:57 - 2021-04-13 13:51:13,62.372
2021-04-13 15:13:15 - 2021-04-13 15:17:37,71.377
2021-04-13 15:17:37 - 2021-04-13 15:17:40,71.078
2021-04-13 15:18:37 - 2021-04-13 15:18:40,62.740
2021-04-13 15:20:07 - 2021-04-13 15:20:58,62.150
2021-04-13 15:21:00 - 2021-04-13 15:21:54,51.246
2021-04-13 15:22:30 - 2021-04-13 15:23:12,67.750
2021-04-13 20:46:05 - 2021-04-13 20:49:09,67.839
2021-04-13 20:49:09 - 2021-04-13 20:49:15,66.320
2021-04-13 20:49:15 - 2021-04-13 20:57:22,72.373
2021-04-13 23:02:35 - 2021-04-13 23:04:21,69.888
2021-04-13 23:04:21 - 2021-04-13 23:06:03,73.046
2021-04-13 23:06:03 - 2021-04-13 23:07:00,67.466
2021-04-13 23:07:00 - 2021-04-13 23:10:37,61.992
2021-04-13 23:10:37 - 2021-04-13 23:18:20,61.331
2021-04-13 23:18:32 - 2021-04-13 23:21:58,58.016
2021-04-13 23:21:58 - 2021-04-13 23:22:10,29.876
2021-04-13 23:22:10 - 2021-04-13 23:22:55,56.932
2021-04-13 23:38:39 - 2021-04-13 23:41:02,58.844
2021-04-14 08:11:58 - 2021-04-14 08:14:20,59.034
2021-04-14 08:15:21 - 2021-04-14 08:15:24,55.695
2021-04-14 08:15:27 - 2021-04-14 08:15:39,56.746
2021-04-14 08:15:39 - 2021-04-14 08:16:15,61.445
2021-04-14 08:16:15 - 2021-04-14 08:18:03,60.703
2021-04-14 08:18:08 - 2021-04-14 08:18:35,60.322
2021-04-14 08:18:35 - 2021-04-14 08:18:38,57.750
2021-04-14 08:18:39 - 2021-04-14 08:19:31,69.979
2021-04-14 08:19:38 - 2021-04-14 08:22:02,60.014
2021-04-14 08:22:02 - 2021-04-14 08:22:23,59.465
2021-04-14 08:22:23 - 2021-04-14 08:22:41,55.809
2021-04-14 08:22:41 - 2021-04-14 08:23:07,58.731
2021-04-14 08:23:07 - 2021-04-14 08:27:07,59.685
2021-04-14 08:27:43 - 2021-04-14 08:29:57,70.992
2021-04-14 08:30:02 - 2021-04-14 08:30:08,46.512
2021-04-14 08:30:19 - 2021-04-14 08:30:25,51.215
2021-04-14 08:30:25 - 2021-04-14 08:35:13,57.675
2021-04-14 08:35:13 - 2021-04-14 08:38:59,57.390
2021-04-14 08:38:59 - 2021-04-14 08:39:02,60.011
2021-04-14 08:39:04 - 2021-04-14 08:41:04,58.404
2021-04-14 08:41:04 - 2021-04-14 08:41:07,50.852
2021-04-14 08:41:07 - 2021-04-14 08:45:59,61.675
2021-04-14 08:45:59 - 2021-04-14 08:46:50,66.725
2021-04-14 08:46:50 - 2021-04-14 08:50:24,62.654
2021-04-14 08:50:24 - 2021-04-14 08:50:27,59.475
2021-04-14 08:50:29 - 2021-04-14 08:50:53,54.004
2021-04-14 08:50:53 - 2021-04-14 08:51:14,52.923
2021-04-14 08:51:14 - 2021-04-14 09:08:40,59.072
2021-04-14 09:08:41 - 2021-04-14 09:08:44,57.262
2021-04-14 09:08:44 - 2021-04-14 09:10:42,55.813
2021-04-14 09:10:42 - 2021-04-14 09:12:57,0.000
2021-04-14 09:12:57 - 2021-04-14 09:13:00,0.000
2021-04-14 09:13:00 - 2021-04-14 09:14:45,61.103
2021-04-14 09:16:32 - 2021-04-14 09:17:02,69.830
2021-04-14 09:27:09 - 2021-04-14 09:27:18,59.169
2021-04-14 09:27:20 - 2021-04-14 09:32:57,61.359
2021-04-14 09:32:57 - 2021-04-14 09:39:13,61.580
2021-04-14 09:39:13 - 2021-04-14 09:39:28,61.963
2021-04-14 09:39:28 - 2021-04-14 09:40:53,61.227
2021-04-14 09:40:53 - 2021-04-14 09:47:00,61.147
2021-04-14 09:47:00 - 2021-04-14 09:47:15,65.483
2021-04-14 09:47:15 - 2021-04-14 09:49:57,61.602
2021-04-14 09:50:02 - 2021-04-14 09:50:53,60.922
2021-04-14 09:50:53 - 2021-04-14 09:52:08,61.787
2021-04-14 09:52:08 - 2021-04-14 09:52:11,59.047
2021-04-14 12:50:27 - 2021-04-14 12:52:36,62.165
2021-04-14 12:52:36 - 2021-04-14 12:52:57,60.428
2021-04-14 12:52:57 - 2021-04-14 12:53:06,60.074
2021-04-14 12:53:06 - 2021-04-14 12:58:09,67.562
2021-04-14 12:58:13 - 2021-04-14 13:05:39,67.456
2021-04-14 14:22:40 - 2021-04-14 14:24:12,60.296
2021-04-14 14:29:52 - 2021-04-14 14:29:55,41.392
2021-04-14 14:34:57 - 2021-04-14 14:38:50,55.834
2021-04-14 14:39:12 - 2021-04-14 14:44:02,49.200
2021-04-14 18:19:27 - 2021-04-14 18:21:16,63.781
2021-04-14 19:43:53 - 2021-04-14 19:44:17,65.259
2021-04-14 19:44:17 - 2021-04-14 19:45:45,66.135
2021-04-14 19:45:45 - 2021-04-14 19:46:00,65.520
2021-04-14 19:46:00 - 2021-04-14 19:46:06,66.440
2021-04-14 19:46:06 - 2021-04-14 19:47:00,66.013
2021-04-14 19:47:00 - 2021-04-14 19:47:03,66.230
2021-04-14 19:48:20 - 2021-04-14 19:49:05,66.386
2021-04-14 19:49:05 - 2021-04-14 19:49:30,55.938
2021-04-14 19:49:57 - 2021-04-14 19:50:21,61.879
2021-04-14 19:52:51 - 2021-04-14 19:56:07,52.544
2021-04-14 19:56:07 - 2021-04-14 19:56:19,54.191
2021-04-14 19:56:19 - 2021-04-14 20:03:51,45.646
2021-04-14 20:03:56 - 2021-04-14 20:04:05,45.050
2021-04-14 20:05:36 - 2021-04-14 20:06:47,48.003
2021-04-15 13:33:59 - 2021-04-15 13:34:35,61.519
2021-04-15 13:34:35 - 2021-04-15 13:34:38,60.385
2021-04-15 13:34:38 - 2021-04-15 13:38:27,67.686
2021-04-15 13:38:27 - 2021-04-15 13:38:30,71.661
2021-04-15 13:38:30 - 2021-04-15 13:39:57,69.972
2021-04-15 13:39:57 - 2021-04-15 13:40:00,65.452
2021-04-15 13:40:05 - 2021-04-15 13:44:03,66.687
2021-04-15 15:02:01 - 2021-04-15 15:02:40,60.084
2021-04-15 15:02:40 - 2021-04-15 15:02:46,56.264
2021-04-15 15:02:46 - 2021-04-15 15:03:04,56.366
2021-04-15 15:06:47 - 2021-04-15 15:07:41,63.386
2021-04-15 15:07:41 - 2021-04-15 15:07:44,62.647
2021-04-15 15:07:44 - 2021-04-15 15:07:53,59.232
2021-04-15 15:07:53 - 2021-04-15 15:09:33,70.380
2021-04-15 16:53:50 - 2021-04-15 16:58:33,59.314
2021-04-15 16:58:33 - 2021-04-15 16:59:49,61.046
2021-04-15 16:59:49 - 2021-04-15 17:02:46,61.429
2021-04-15 17:02:46 - 2021-04-15 17:09:12,61.673
2021-04-15 17:09:11 - 2021-04-15 17:11:51,60.917
2021-04-15 17:11:51 - 2021-04-15 17:11:57,61.127
2021-04-15 17:11:57 - 2021-04-15 17:17:46,62.071
2021-04-15 17:17:46 - 2021-04-15 17:20:59,61.777
2021-04-15 17:20:59 - 2021-04-15 17:29:00,62.273
2021-04-15 17:29:00 - 2021-04-15 17:30:28,65.694
2021-04-15 17:30:28 - 2021-04-15 17:30:55,61.189
2021-04-15 17:30:55 - 2021-04-15 17:33:10,61.719
2021-04-15 17:33:10 - 2021-04-15 17:33:25,60.303
2021-04-15 17:33:25 - 2021-04-15 17:34:38,61.416
2021-04-15 17:34:38 - 2021-04-15 17:34:41,65.300
2021-04-15 17:57:46 - 2021-04-15 18:02:35,66.713
2021-04-15 18:03:32 - 2021-04-15 18:03:47,71.940
2021-04-15 18:03:48 - 2021-04-15 18:06:15,66.717
2021-04-15 18:06:39 - 2021-04-15 18:13:50,63.897
2021-04-16 07:31:17 - 2021-04-16 07:39:19,53.954
2021-04-16 07:39:19 - 2021-04-16 07:39:22,49.008
2021-04-16 07:39:28 - 2021-04-16 07:44:59,56.564
2021-04-16 07:45:05 - 2021-04-16 08:05:00,53.450
2021-04-16 08:05:00 - 2021-04-16 08:13:04,55.957
2021-04-16 08:13:04 - 2021-04-16 08:13:13,0.000
2021-04-16 08:13:15 - 2021-04-16 08:13:57,51.573
2021-04-16 08:13:57 - 2021-04-16 08:14:03,63.544
2021-04-16 08:14:03 - 2021-04-16 08:14:12,56.435
2021-04-16 08:14:12 - 2021-04-16 08:14:45,54.410
2021-04-16 08:14:45 - 2021-04-16 08:29:57,54.270
2021-04-16 08:29:57 - 2021-04-16 08:30:00,54.706
2021-04-16 08:30:02 - 2021-04-16 08:32:56,54.023
2021-04-16 08:33:05 - 2021-04-16 08:33:08,0.000
2021-04-16 08:33:08 - 2021-04-16 08:38:57,56.055
2021-04-16 08:38:57 - 2021-04-16 08:39:00,0.000
2021-04-16 08:39:04 - 2021-04-16 08:44:44,0.000
2021-04-16 08:45:04 - 2021-04-16 08:48:01,59.005
2021-04-16 08:48:06 - 2021-04-16 08:50:14,57.172
2021-04-16 08:50:32 - 2021-04-16 08:50:35,51.135
2021-04-16 08:51:40 - 2021-04-16 08:52:22,62.528
2021-04-16 08:52:22 - 2021-04-16 08:52:49,62.706
2021-04-16 08:52:49 - 2021-04-16 08:54:10,67.427
2021-04-16 08:54:10 - 2021-04-16 08:54:34,67.958
2021-04-16 08:54:34 - 2021-04-16 08:56:26,65.728
2021-04-16 09:38:41 - 2021-04-16 09:48:49,69.561
2021-04-16 17:57:42 - 2021-04-16 17:57:45,0.000
2021-04-16 18:06:15 - 2021-04-16 18:09:18,34.916
2021-04-16 18:09:36 - 2021-04-16 18:10:49,73.700
2021-04-16 18:10:49 - 2021-04-16 18:10:55,64.257
2021-04-16 18:10:55 - 2021-04-16 18:12:28,63.440
2021-04-16 21:13:48 - 2021-04-16 21:14:07,59.155
2021-04-17 23:29:19 - 2021-04-17 23:31:01,55.257
2021-04-17 23:31:02 - 2021-04-17 23:31:42,53.521
2021-04-17 23:31:47 - 2021-04-17 23:46:51,55.145
2021-04-17 23:50:38 - 2021-04-17 23:50:41,51.743
2021-04-17 23:51:49 - 2021-04-17 23:55:03,52.540
2021-04-17 23:55:20 - 2021-04-17 23:58:48,56.580
2021-04-17 23:58:55 - 2021-04-18 00:00:31,50.738
2021-04-18 00:00:31 - 2021-04-18 00:00:34,48.101
2021-04-18 00:09:37 - 2021-04-18 00:20:34,50.405
2021-04-18 08:21:38 - 2021-04-18 08:21:47,45.303
2021-04-18 08:22:00 - 2021-04-18 08:24:39,47.725
2021-04-18 08:24:39 - 2021-04-18 08:37:57,51.052
2021-04-18 08:37:57 - 2021-04-18 08:38:03,0.000
2021-04-18 08:38:03 - 2021-04-18 08:48:02,48.888
2021-04-18 08:48:05 - 2021-04-18 08:50:17,51.049
2021-04-18 08:50:17 - 2021-04-18 08:50:23,42.709
2021-04-18 08:50:31 - 2021-04-18 08:51:46,58.363
2021-04-18 08:54:02 - 2021-04-18 08:56:11,59.886
2021-04-18 09:56:16 - 2021-04-18 09:59:17,61.241
2021-04-18 09:59:17 - 2021-04-18 09:59:44,61.607
2021-04-18 09:59:44 - 2021-04-18 10:02:02,62.591
2021-04-18 10:02:02 - 2021-04-18 10:02:26,68.323
2021-04-18 10:02:26 - 2021-04-18 10:03:38,67.736
2021-04-18 10:03:38 - 2021-04-18 10:04:36,64.937
2021-04-18 10:04:36 - 2021-04-18 10:04:51,65.380
2021-04-18 10:04:51 - 2021-04-18 10:05:24,65.747
2021-04-18 10:05:24 - 2021-04-18 10:05:54,66.434
2021-04-18 10:05:54 - 2021-04-18 10:10:01,65.655
2021-04-18 15:34:36 - 2021-04-18 15:39:32,49.116
2021-04-18 16:50:32 - 2021-04-18 17:00:56,78.953
2021-04-18 17:00:56 - 2021-04-18 17:01:08,80.117
2021-04-18 17:01:08 - 2021-04-18 17:01:11,80.766
2021-04-18 17:04:29 - 2021-04-18 17:04:53,79.938
2021-04-18 17:04:53 - 2021-04-18 17:34:24,65.328
2021-04-18 17:34:24 - 2021-04-18 17:49:13,64.597
2021-04-18 18:01:20 - 2021-04-18 18:16:57,63.764
2021-04-18 18:32:00 - 2021-04-18 18:33:22,62.693
2021-04-18 18:33:27 - 2021-04-18 18:33:30,61.015
2021-04-18 18:33:40 - 2021-04-18 18:36:31,62.871
2021-04-18 18:36:34 - 2021-04-18 18:42:38,76.749
2021-04-18 18:48:29 - 2021-04-18 18:48:53,59.588
2021-04-18 18:51:09 - 2021-04-18 18:54:22,61.347
2021-04-18 19:32:45 - 2021-04-18 19:40:53,71.188
2021-04-18 19:40:53 - 2021-04-18 19:42:38,66.829
2021-04-18 19:42:38 - 2021-04-18 19:42:59,69.139
2021-04-18 19:42:59 - 2021-04-18 19:44:26,69.480
2021-04-18 19:44:26 - 2021-04-18 19:44:32,70.027
2021-04-18 20:48:02 - 2021-04-18 20:52:01,63.114
2021-04-18 20:52:01 - 2021-04-18 20:52:10,60.888
2021-04-18 20:52:10 - 2021-04-18 20:56:02,64.688
2021-04-18 20:56:02 - 2021-04-18 20:56:38,61.880
2021-04-18 20:56:38 - 2021-04-18 21:01:01,63.011
2021-04-18 21:01:01 - 2021-04-18 21:01:07,61.007
2021-04-18 21:01:07 - 2021-04-18 21:01:10,65.192
2021-04-18 21:13:21 - 2021-04-18 21:19:15,68.270
2021-04-18 21:19:18 - 2021-04-18 21:24:32,62.416
2021-04-18 21:24:47 - 2021-04-18 21:37:59,62.503
2021-04-18 21:38:39 - 2021-04-18 21:40:50,47.015
2021-04-19 06:55:07 - 2021-04-19 07:25:05,51.906
2021-04-19 07:25:05 - 2021-04-19 07:44:54,52.465
2021-04-19 07:44:54 - 2021-04-19 08:14:51,49.375
2021-04-19 08:14:51 - 2021-04-19 08:30:00,50.749
2021-04-19 08:30:06 - 2021-04-19 08:34:13,47.321
2021-04-19 08:34:13 - 2021-04-19 08:34:55,50.779
2021-04-19 08:48:14 - 2021-04-19 08:57:06,48.163
2021-04-19 08:57:13 - 2021-04-19 08:59:40,54.011
2021-04-19 12:47:31 - 2021-04-19 12:49:01,68.119
2021-04-19 12:49:04 - 2021-04-19 12:57:39,72.377
2021-04-19 12:57:39 - 2021-04-19 12:57:54,73.910
2021-04-19 12:57:54 - 2021-04-19 12:58:03,70.663
2021-04-19 12:58:07 - 2021-04-19 13:04:05,70.779
2021-04-19 13:04:05 - 2021-04-19 13:06:40,71.874
2021-04-19 14:14:03 - 2021-04-19 14:14:24,66.232
2021-04-19 14:14:24 - 2021-04-19 14:14:39,66.173
2021-04-19 14:14:39 - 2021-04-19 14:14:54,67.272
2021-04-19 14:14:54 - 2021-04-19 14:14:57,67.375
2021-04-19 14:14:57 - 2021-04-19 14:23:33,59.171
2021-04-19 14:23:36 - 2021-04-19 14:40:28,57.110
2021-04-19 14:40:28 - 2021-04-19 14:40:37,51.207
2021-04-19 14:40:39 - 2021-04-19 14:40:42,41.093
2021-04-19 14:41:02 - 2021-04-19 14:41:05,0.000
2021-04-19 14:41:25 - 2021-04-19 14:41:28,33.176
2021-04-19 14:41:29 - 2021-04-19 14:41:47,53.945
2021-04-19 14:41:47 - 2021-04-19 14:41:50,38.769
2021-04-19 14:41:50 - 2021-04-19 15:11:23,63.281
2021-04-19 15:11:23 - 2021-04-19 15:22:46,61.760
2021-04-19 15:22:46 - 2021-04-19 15:23:13,61.301
2021-04-19 15:23:13 - 2021-04-19 15:33:54,59.991
2021-04-19 16:04:57 - 2021-04-19 16:05:34,61.601
2021-04-19 16:09:18 - 2021-04-19 16:17:00,65.813
2021-04-19 16:17:30 - 2021-04-19 16:20:06,63.203
2021-04-19 22:13:02 - 2021-04-19 22:25:37,55.745
2021-04-20 07:41:15 - 2021-04-20 08:11:13,55.323
2021-04-20 08:11:13 - 2021-04-20 08:27:41,54.691
2021-04-20 10:23:39 - 2021-04-20 10:27:52,75.301
2021-04-20 10:27:52 - 2021-04-20 10:28:04,76.460
2021-04-20 10:28:04 - 2021-04-20 10:29:01,70.856
2021-04-20 10:29:01 - 2021-04-20 10:29:04,48.198
2021-04-20 10:29:07 - 2021-04-20 10:35:02,75.531
2021-04-20 10:35:02 - 2021-04-20 10:35:18,75.866
2021-04-20 10:35:18 - 2021-04-20 10:36:54,70.567
2021-04-20 10:36:54 - 2021-04-20 10:37:03,57.476
2021-04-20 10:37:03 - 2021-04-20 10:38:06,63.414
2021-04-20 10:38:09 - 2021-04-20 10:39:48,57.732
2021-04-20 10:39:48 - 2021-04-20 10:39:51,58.720
2021-04-20 10:39:51 - 2021-04-20 10:40:52,69.669
2021-04-20 10:56:02 - 2021-04-20 11:03:48,73.773
2021-04-20 11:16:44 - 2021-04-20 11:16:47,49.755
2021-04-20 11:56:24 - 2021-04-20 11:56:42,68.327
2021-04-20 11:59:09 - 2021-04-20 11:59:12,44.253
2021-04-20 12:02:25 - 2021-04-20 12:02:28,58.740
2021-04-20 12:03:10 - 2021-04-20 12:03:13,66.577
2021-04-20 12:04:13 - 2021-04-20 12:04:16,76.221
2021-04-20 12:26:12 - 2021-04-20 12:26:15,68.207
2021-04-20 12:28:31 - 2021-04-20 12:28:34,46.633
2021-04-20 12:39:14 - 2021-04-20 12:54:53,67.343
2021-04-20 12:54:53 - 2021-04-20 12:54:59,56.913
2021-04-20 12:54:58 - 2021-04-20 13:06:07,72.838
2021-04-20 13:06:07 - 2021-04-20 13:06:13,73.527
2021-04-20 13:06:13 - 2021-04-20 13:15:11,76.507
2021-04-20 13:15:12 - 2021-04-20 13:39:58,69.767
2021-04-20 13:40:03 - 2021-04-20 13:41:04,57.822
2021-04-20 13:41:04 - 2021-04-20 13:43:40,60.425
2021-04-20 13:43:40 - 2021-04-20 13:44:19,59.734
2021-04-20 15:10:24 - 2021-04-20 15:12:42,64.602
2021-04-20 15:13:28 - 2021-04-20 15:13:55,74.379
2021-04-20 15:14:16 - 2021-04-20 15:14:22,75.674
2021-04-20 15:35:31 - 2021-04-20 15:35:34,75.766
2021-04-20 15:36:02 - 2021-04-20 15:36:50,53.039
2021-04-20 15:53:44 - 2021-04-20 15:57:54,65.594
2021-04-20 15:57:54 - 2021-04-20 15:58:06,66.411
2021-04-20 15:58:06 - 2021-04-20 15:58:33,66.954
2021-04-20 15:58:33 - 2021-04-20 15:59:58,71.236
2021-04-20 16:00:04 - 2021-04-20 16:00:49,72.332
2021-04-20 21:27:13 - 2021-04-20 21:27:28,0.000
2021-04-20 21:27:29 - 2021-04-20 21:32:37,64.861
2021-04-20 21:32:37 - 2021-04-20 21:32:46,65.082
2021-04-20 21:32:46 - 2021-04-20 21:32:49,64.232
2021-04-21 06:28:48 - 2021-04-21 06:32:09,54.905
2021-04-21 06:32:20 - 2021-04-21 06:34:45,56.644
2021-04-21 06:35:03 - 2021-04-21 06:35:06,60.449
2021-04-21 06:35:06 - 2021-04-21 06:35:15,46.921
2021-04-21 06:35:15 - 2021-04-21 06:50:30,55.003
2021-04-21 06:50:33 - 2021-04-21 06:51:06,61.811
2021-04-21 06:51:06 - 2021-04-21 06:54:58,57.718
2021-04-21 06:55:12 - 2021-04-21 06:59:06,54.822
2021-04-21 06:59:28 - 2021-04-21 07:01:47,65.575
2021-04-21 07:01:47 - 2021-04-21 07:01:50,68.097
2021-04-21 07:02:08 - 2021-04-21 07:03:19,60.517
2021-04-21 07:05:47 - 2021-04-21 07:05:50,39.463
2021-04-21 07:05:50 - 2021-04-21 07:08:14,67.324
2021-04-21 07:08:14 - 2021-04-21 07:09:02,61.275
2021-04-21 07:09:02 - 2021-04-21 07:10:54,66.482
2021-04-21 07:10:54 - 2021-04-21 07:11:21,64.254
2021-04-21 07:11:21 - 2021-04-21 07:11:45,65.925
2021-04-21 07:11:45 - 2021-04-21 07:13:39,64.923
2021-04-21 07:13:39 - 2021-04-21 07:13:42,65.082
2021-04-21 07:13:42 - 2021-04-21 07:13:57,56.944
2021-04-21 07:13:57 - 2021-04-21 07:14:18,66.362
2021-04-21 07:14:19 - 2021-04-21 07:14:43,67.242
2021-04-21 07:14:44 - 2021-04-21 07:15:50,65.440
2021-04-21 07:15:51 - 2021-04-21 07:16:00,65.042
2021-04-21 07:16:01 - 2021-04-21 07:17:52,67.846
2021-04-21 07:17:53 - 2021-04-21 07:18:05,69.038
2021-04-21 07:18:05 - 2021-04-21 07:18:14,69.057
2021-04-21 07:18:14 - 2021-04-21 07:25:40,66.371
2021-04-21 07:25:40 - 2021-04-21 07:33:17,66.818
2021-04-21 07:33:17 - 2021-04-21 07:33:20,69.087
2021-04-21 07:33:21 - 2021-04-21 07:34:21,66.555
2021-04-21 07:34:22 - 2021-04-21 07:34:25,64.846
2021-04-21 07:34:25 - 2021-04-21 07:34:31,68.324
